otu,Domain,Phylum,Class,Order,Family,Genus,Species
3c13ca470f8fd8861b66e926ed0abce4,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
a48f753aa364fd38162083afd2faf413,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,NA
ce9dc116aaefd59041b3289aadbf9ffe,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
c646f4a743511848f4bee20d38cec676,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA
47f6decbe5349237c2d8002f62fb4d31,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Incertae_Sedis,NA
e1d824420bc29ce13d337608882170af,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,Incertae_Sedis,NA
8e4f92ea98c136a6b5fe5247ec0c9cf8,Bacteria,Chloroflexota,TK10,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,NA
e2d366d174f0986a5a399d2834944162,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
89384c2c72676765b0c98acfd51932e6,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,Incertae_Sedis,NA
7453fd8f0e24bc0d91f472789e4c51da,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Incertae_Sedis,NA
9b21d382c14a474a817db5ffa3148316,Bacteria,Pseudomonadota,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,NA
adb2f25e8c6b9541d1d5a8ae6a61e660,Bacteria,Chloroflexota,TK10,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,NA
7e0860fcdabfa29f621d8f99eef1630c,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,Incertae_Sedis,NA
0d272464002ff0100ed08686366577a6,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Incertae_Sedis,NA
f555eb1f58ea83c6290d06eed6baf40d,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,Incertae_Sedis,NA
690a0c988d8f6b6c3873610ae0f8f6f4,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Ellin517,NA
266c3e43960e8d8d4c56cb8724162759,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
4e3e01763802df5985ffdbc948b1c2c6,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Incertae_Sedis,NA
914f3b945c8c0c71d35ab5b1f08b1776,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Incertae_Sedis,NA
1c8c1209f5705b710409566b66ee9be9,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Incertae_Sedis,NA
14d52f94242c894b3b39b1b50a1cafa0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Incertae_Sedis,NA
664c6d5260baf996f6c6384f932299de,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales_Incertae_Sedis,Bauldia,NA
3a143a8f139bdb09b8f17e8ca3c38f9b,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Incertae_Sedis,NA
5940b83c470bce4d57cb52c35c4fab2e,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Incertae_Sedis,NA
45a338db2a8986dd25502346fc679152,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
91f528dc73b2c560bd1cedce4a5c3edc,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA
f86b50b5a5a3dfc3956b2138a93c229d,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Incertae_Sedis,NA
7081ec089230c1f9a5adc3b41a8f71e6,Bacteria,Acidobacteriota,Acidobacteriae,Elev-16S-1166,Incertae_Sedis,WY65,NA
214e449c5d2278ae3cfbb61bad465190,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,NA
6962f50aa584928e5a0fe342f0742049,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
e3acf0286681cf8a998fb7878980a170,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Incertae_Sedis,Incertae_Sedis,NA
0adc3a792a71fb80545046c290af460b,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
fd84890180693a80e9c184f76d419a5b,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Incertae_Sedis,Incertae_Sedis,NA
208056c83bb13c9a8739423b650ab88e,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
74217c3a57f5757e4965f3db9a1608d1,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
8100d2962cb4532282d053c8239a2da1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,Incertae_Sedis,NA
f151089dd6cf8cd182ea00d0c6f9ecab,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
984473a6d54627dc205b42f7b6f0a605,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA,NA
d9f468960cf2356318bc186e6ad659a4,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Incertae_Sedis,Incertae_Sedis,NA
26968cbb7aed27a1e307c430ddbc063a,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
5e2c66930c45c7757960febd81e581d7,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Incertae_Sedis,NA
d2af52fc6f48ab4d05c96dad9527d8a2,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
3025883c09757e87ae1fc3417f8fad6b,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Incertae_Sedis,NA
cad5fdbcca8dfdd05f54ca16de560d5f,Bacteria,Bacillota,Bacilli,Mycoplasmatales,Mycoplasmataceae,type_III,NA
dfaf9d1714afa16521cf22ebcf810b2e,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Incertae_Sedis,NA
0c6f38845415dd12d7c658693393b02e,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA
8a480117877fa27820f70a20dc160c24,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,Incertae_Sedis,NA
1c1890dee725b539748e4d7e77f51c31,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
11194f310db186f457a89cc5c9c1c506,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
afcfb2e0346cde364f928b0a12647b0d,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA
840da214791d4f4a6f3f743366731c59,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
47037f37ecc83de8ea5b017fda49c8f8,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Incertae_Sedis,NA
448e74d63da54607ae8d0acb389c7acf,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,NA
9847d2b1b764509d8fb3ec9fa2726d6c,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,Incertae_Sedis,NA
93b8d5d0bb928130a116aa6c9a428c81,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA
9d307da2792e394b949e63430595caa1,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,NA
6e459350367bf357bcb6594be7bf8bb9,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,Incertae_Sedis,NA
f96ddc4f1a242caab8d0933b865c29cb,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Incertae_Sedis,NA
e042a4fb4bef812b3872f0bdfbef49e1,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
20a3912319b017a38a7b5d2b5f21c8c1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,NA,NA,NA
1b826dac619ee32d5c253545360c5ab8,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
2555a2bfde8db0b5febe6b2bc859754f,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Incertae_Sedis,NA
128e87dc4d4b4f4edb26cd06f6c760ba,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Incertae_Sedis,NA
728bb5448c535c473735e5dae85ca41e,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
6e7caae18711c20344e62090da6cffeb,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Incertae_Sedis,Incertae_Sedis,NA
11c1ddf008b2122eb48256a39a4201c2,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Incertae_Sedis,NA
6d599f913e9614251315f46aaa11216e,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Telmatocola,NA
f01b4d041d5de67e1790dd24552c548b,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,NA
336a7fd55918ea8e6c0552405ac9e363,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Incertae_Sedis,NA
aaf3a12c7675b6e099fcfc025f308332,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,Incertae_Sedis,NA
ede5f9eea6eb68938c10de5b700193ff,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,NA
e815840fdd9a6038d67c6878dbb3af8e,Bacteria,Pseudomonadota,Alphaproteobacteria,Incertae_Sedis,Incertae_Sedis,Hypericibacter,NA
5f405f4f3ed30a3732096c3b4e30be13,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Incertae_Sedis,NA
918aacff114c0defcef36b73158f1b8a,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,NA,NA
4d774a29f5330a02cd5210ad711a7b9e,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Incertae_Sedis,NA
a9b3c03a204e94757744289c1ef0d8ae,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,Incertae_Sedis,NA
e746f4b5000c2c11da3451d1d32c64e4,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Incertae_Sedis,NA
a9e63aa3407bd71ac715214cf1390566,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Incertae_Sedis,NA
793f83e397291b99f2dea76ba059656f,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Incertae_Sedis,Incertae_Sedis,NA
4ade87a83920db30bc48fb854743eee9,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA
05cef2a5fe96aa2477575f89396f559a,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Incertae_Sedis,NA
27e24df6cef17630257c5b8575b529fc,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
141ece3e922aa5338b7901593e122432,Bacteria,Chloroflexota,Dehalococcoidia,S085,Incertae_Sedis,Incertae_Sedis,NA
11d298b448a36b69b045bf6bde83ecf4,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,NA
15b893b8644356d85c9f92a774a07d55,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,Incertae_Sedis,NA
6cde6faa94c225e9047374d1a4e9e223,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,NA
0002013b69fab8b444e27dfe4f3e146f,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Incertae_Sedis,NA
3933d86988dc47d7096b09ef1964d5b5,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA
ee2c6a7a4d098e84ee431dd5e8b70588,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,NA
2074b7c3de5d0814747e670922869f5f,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
f3c81803ae0ddda60b59087646311783,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Incertae_Sedis,NA
84ff3f2b42cf47220875d176a92b3af3,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,NA
78d2353d11fe9e4a8a5976115cf6ae57,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
be74e3c4d8a1023c297823272a56e825,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,YM_S32_TM7_50_20,Incertae_Sedis,NA
bbd4834377a28435b34904d56cb8c808,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
fff39321cba4eeb7e54d0c00810e6472,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,Incertae_Sedis,NA
9b4abc68f34a6b62708c19a2df9551c7,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,NA
1611e5459d3819c0e83b5c4d6817e058,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,NA
f7bd56a23ef4c7af16e2dcc75028f1fe,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Incertae_Sedis,NA
98876dbb1d820200a2ce5fa71418d229,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
14ee08d4fb696b253c6be82077aea99d,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
882b7bdb7c07db6505c6225d4acee0f0,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Incertae_Sedis,NA
e68d9e7da35885c99ce6b40900dbbcf1,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3_termite_group,Incertae_Sedis,NA
e96ddc99245d1ab2408bd86dbd931e96,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,NA
fccc4f94f420c2f76fda613928e46e5a,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,NA
6ae3e9601fb301ab0cc1e26972547cc2,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
6491defe4e46c1acff44ed4cec0903cf,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,NA
e194692c964cae68f56408ead2483504,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,NA
2167cde8f7b7bbdf2c76b9272b9db435,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,Incertae_Sedis,NA
75a07f8024151a553aa8ce6ee34e6c54,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Incertae_Sedis,NA
49338c312d718acd00268ce22bb14048,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,NA
2e24515bb0cf4ffda659b9554522476c,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,NA
37a09e964abd60850966e4c83c41f215,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
f6131937c640d83c8e2ecd8e0d0edf4a,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Incertae_Sedis,NA
a8021d1e666b2ae464ef8108e759859b,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
0655ea3b38f26a3d5efe5a0120dd6763,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,NA
477abcb303895da5bf28ac3632f22bc3,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,Incertae_Sedis,NA
d6bda8545c415bbc3cffa95f43e51e5f,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,Incertae_Sedis,NA
cc651aa4eae84f46f4fb07cd005f66a7,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
1a34c964e2e237a5cdfe3390e1ed58f6,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,Incertae_Sedis,NA
8081abaa220d2029e4b2275c5c207141,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Incertae_Sedis,NA
50b1bcceb4d115e1da204474c5c253aa,Bacteria,Pseudomonadota,Alphaproteobacteria,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,NA
892fcba6c702a54e9df2fb9560555c02,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,Incertae_Sedis,NA
dd01c5e5904aa112d95ba6b2ccf5093b,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Incertae_Sedis,Incertae_Sedis,NA
218d7249cb7c79e23bdee83ec1ebe7c0,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Incertae_Sedis,Incertae_Sedis,NA
ba2bf31193b921af973b76f838493b94,Bacteria,Chloroflexota,KD4-96,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,NA
b3b25da293a0728e2dad7ad378a1093f,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,Incertae_Sedis,NA
2e6ad0df6c25820d288a8215793f127c,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Incertae_Sedis,NA
ea3ac81d7a9cf00a4ec556de650ac076,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Specibacter,NA
1f275a57aa006d102b7549be7325e3ec,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Incertae_Sedis,NA
02c66e3f484bedc2bc574e58765fe499,Bacteria,Planctomycetota,OM190,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,NA
ced80c43ec6574203c93de3c41e5218a,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Panacibacter,NA
ad2b1b41dee8d44913cd4b190abaeb84,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Incertae_Sedis,NA
f631b9335ae47ea210011e61e9971866,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
94bb25fb198d70695b91cacf505c88fb,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,NA
a0da28e69c4aad7ace92a6a674cda5dc,Bacteria,Actinomycetota,MB-A2-108,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,NA
6e8bc2fd59fe9e26268c8425d79c2e79,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,Incertae_Sedis,NA
a37e2ae258b843db9b0cc4c9a4fbdedd,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Incertae_Sedis,Incertae_Sedis,NA
e352928848235ea73d5ba4a4fbe4d748,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Incertae_Sedis,NA
41aecb6c1c7399be7429bcd6584f823f,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,Incertae_Sedis,NA
3e6ed11dba3266973529e728a20bf957,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
884b5873311ce094c6acb592b476aca8,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Incertae_Sedis,Incertae_Sedis,NA
85fca7cfb60830c5b5f3814cdb0e8301,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,NA,NA,NA
b6c7a24ade6188113e24c3a98d00d69f,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Incertae_Sedis,NA
9467e9b81e0c12112cb128ded852f686,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
8ce5e5789d14ae88e65649e57d5ee3f2,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA
97c031110dd49f6e999c070289db9dc0,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,NA
2599bc085c3c3c10d11cc3a93f8b44c9,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
a5dc4ba600416bdd15e74b613298ca55,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Incertae_Sedis,NA
c34fba6dd95dce741fc3cf6f4df48bc5,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
3f9befdc24d0aecb58ff8387b743253a,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,NA
baee033ffdad374f883702690456e84d,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Hassallia,NA
ffa09154856ae5d0ce098905adafc099,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA
78e502b06f2e1eef5d9ca60c40c0a5f7,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Rhodoplanes,NA
fb893c515dfe36822a89450d92207f68,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,Incertae_Sedis,NA
df22fa50f09b8a493c6d9c110b67fa7b,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Incertae_Sedis,NA
3ca512f01422d3fbbfae25b087ae5e8d,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,NA
6bc76147323ab75f50f70744026e6ccc,Bacteria,Pseudomonadota,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
36d3c8700ef65b8e7270154e03f5e8eb,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
332864e3168e91e2d124d018a0f71974,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,Incertae_Sedis,NA
7105205249c484dac33096e7010b5ae1,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,Incertae_Sedis,NA
734eb556e547c3a2c440e8e11cb8c396,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
b3e6962f571dffe8fcd109696106a680,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ed6ef198f4a18c44d5ce514fba776360,Bacteria,Planctomycetota,OM190,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,NA
b65660356905900013247e56a2c32a14,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,NA
a630a15abd6f0999ffa032c69c8d0876,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Nakamurellaceae,Vallicoccus,NA
c00f89f7f0098219fe4e0f99699056e1,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Opitutus,NA
ae3cf2058ee9c1031035ecfe197f9147,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Incertae_Sedis,Incertae_Sedis,NA
b75f4e4be1ea661ebfc56b87813c6a4b,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
955079df66eab45efe436b27ab04bfa8,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,NA
8b97e995a212417867ea0386003c73a2,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,Incertae_Sedis,NA
8c83fe5d444479bd20ab5ab54d7c689e,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Incertae_Sedis,Incertae_Sedis,NA
7ef8cb84e68671a10ee7d5d65c98d35b,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,NA
eac2f571eb76297e1eda7865a03a863f,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Incertae_Sedis,NA
9e4bcecc2f42af293558a1d29d3973b2,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
9b32137216ba499013e246f1bf9e4598,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,Incertae_Sedis,NA
08246da8ff60929e5404fc7128d93f05,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,Incertae_Sedis,Incertae_Sedis,NA
6f6e48b06c0175c1efdaa3413dbbac5c,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
1d32cb4b6f67a04b73d8956159355dca,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,TRA3-20,Incertae_Sedis,NA
07c6407ba6b2a8f393e6304e4ffb2c0e,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
8d3dac302827b4002a5b98818adbc5d9,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,NA
f22b850e6784d2bab23bb657ee54b455,Bacteria,Bacillota,Bacilli,Mycoplasmatales,Mycoplasmataceae,type_III,NA
63bffc481d9d40a5b6aaf178954bbcdb,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
22cf476a59caf5d5380d3e29ce3759f6,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA
c1a03a28cca3c9cc3f18fd72d58ed985,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
d365c951036e3ae4415dabca5c5faf35,Bacteria,Myxococcota,Polyangiia,Nannocystales,Nannocystaceae,Nannocystis,NA
3b27f10d968770fc833c6a800e4711a8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
3b58279b83d1159ee90edb64569efd26,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Incertae_Sedis,NA
